# Half Sugar's Gift - English (fallback for every language)
"options.hsg.propHunt.holder.detail" : "Props hide by turning into scenery; seekers must find them all before time runs out.<br><b>R</b> disguise　<b>Shift</b> + arrows nudge　<b>C</b> revert"
"options.hsg.propHunt.enable" : "Enable prop mechanics"
"options.hsg.propHunt.seekerCount" : "Number of seekers"
"options.hsg.propHunt.hidingTime" : "Hiding time"
"options.hsg.propHunt.escapeTime" : "Hunting time"
"options.hsg.propHunt.finalCountdownTime" : "Final countdown"
"options.hsg.propHunt.killCooldown" : "Seeker cooldown"
"options.hsg.propHunt.dangerMeter" : "Danger meter"
"options.hsg.propHunt.dangerAlertDistance" : "Danger meter: alert distance"
"options.hsg.propHunt.dangerWarnDistance" : "Danger meter: warning distance"
"options.hsg.propHunt.missPenalty" : "Miss penalty"
"options.hsg.propHunt.missKillCooldown" : "Cooldown after a miss"
"options.hsg.propHunt.destroyPropOnMiss" : "Destroy a prop on miss"
"options.hsg.propHunt.missDestroyRadiusBonus" : "Extra destroy radius on miss"
"options.hsg.propHunt.infection" : "Infection mode"
"options.hsg.propHunt.seekerPings" : "Final phase position pings"
"options.hsg.propHunt.seekerFinalMap" : "Final phase position arrows"
"options.hsg.propHunt.seekerLightMod" : "Seeker vision multiplier"
"options.hsg.propHunt.propMoveSpeed" : "Prop nudge speed"
"options.hsg.propHunt.maxPropDistance" : "Max prop offset"
"options.hsg.propHunt.propSearchRadius" : "Disguise search radius"
"options.hsg.propHunt.seekerBlackout" : "Black out seekers while hiding"
"options.hsg.propHunt.seekerBoostTime" : "Endgame boost window"
"options.hsg.propHunt.seekerBoostSpeed" : "Endgame boost: speed"
"options.hsg.propHunt.seekerBoostCooldownRatio" : "Endgame boost: cooldown"
"options.hsg.propHunt.hiderSkills" : "Enable prop skills"
"options.hsg.propHunt.spectate" : "Skill: teammate view"
"options.hsg.propHunt.spectateNeedsDisguise" : "Teammate view needs a disguise"
"options.hsg.propHunt.taunt" : "Skill: taunt"
"options.hsg.propHunt.tauntCooldown" : "Taunt cooldown"
"options.hsg.propHunt.tauntCharges" : "Taunt uses (0 = unlimited)"
"options.hsg.propHunt.tauntTimeBonus" : "Time removed per taunt"
"options.hsg.propHunt.decoy" : "Skill: decoy"
"options.hsg.propHunt.decoyCooldown" : "Decoy cooldown"
"options.hsg.propHunt.decoyDuration" : "Decoy lifetime"
"options.hsg.propHunt.decoyCharges" : "Decoy uses (0 = unlimited)"
"options.hsg.propHunt.sonar" : "Skill: sonar (seekers)"
"options.hsg.propHunt.sonarCooldown" : "Sonar cooldown"
"options.hsg.propHunt.sonarRadius" : "Sonar radius"
"hsg.propHunt.hud.watchExitHint" : "Press C to exit - see the button for the cycle key"
"hsg.propHunt.hud.watchExited" : "Back to your own view"
"ui.action.hsg.propHunt.watchNext" : "Next teammate"
"ui.action.hsg.propHunt.watchExit" : "Back to yourself"
"hsg.propHunt.hud.seekerTag" : "[SEEKER]"
"options.hsg.propHunt.seekerNameTag" : "Reveal seekers by name"
"gamemode.hsg.cowboyDuel" : "Bounty Duel"
"task.hsg.cowboyDuel.name" : "Assemble the Gun"
"task.hsg.cowboyDuel.assembly" : "Assemble the Gun"
"task.hsg.cowboyDuel.loadBullet" : "Load the bullet into the magazine"
"task.hsg.cowboyDuel.loadMagazine" : "Load the magazine into the gun"
"task.hsg.cowboyDuel.ready" : "Gun assembled"
"task.hsg.cowboyDuel.aim" : "Aim"
"task.hsg.cowboyDuel.shoot" : "Shoot"
"options.role.maskeddancer.inviteCooldownA" : "First Invite Cooldown"
"options.role.maskeddancer.inviteCooldownB" : "Second Invite Cooldown"
"options.role.maskeddancer.inviteCooldownC" : "Third Invite Cooldown"
"role.wish.markdead" : "[Wish] The star named '<color=%COLOR%>%VICTIM%</color>'<br>faded away at the hands of '%KILLER%'."
"role.wish.murdererdead" : "[Wish] The star named '<color=%COLOR%>%VICTIM%</color>'<br>faded away together with its killer."
"role.snitch.name" : "Snitch"
"role.snitch.blurb" : "I will bring this intel back safely!"
"role.snitch.short" : "Sni"
"role.snitch.canBeGuess.true" : "you can still be guessed"
"role.snitch.canBeGuess.false" : "you can no longer be guessed"
"role.snitch.imposter.all" : "learn the location of all impostors"
"role.snitch.imposter.count" : "learn the location of %COUNT% impostor(s)"
"role.snitch.neutral.any" : " and all neutrals"
"role.snitch.neutral.evilOnly" : " and evil neutrals"
"role.snitch.neutral.none" : ""
"options.role.snitch.detail" : "After finishing all tasks, the Snitch learns the location of impostors or neutrals.<br><b>One of the gifts from Half Sugar!</b>"
"role.snitch.doc" : "After finishing all tasks, the Snitch can <b><color=#00ffff>%ImpInfo%%NeuInfo%</color></b>.<br>When one task remains, all impostors are alerted. From then on, <b><color=#00ffff>%CanBeGuessed%</color></b>."
"options.role.snitch.canBeGuess" : "Can Be Guessed After Being Revealed"
"options.role.snitch.zhixiangJiGeLang" : "Number of Impostors Revealed"
"options.role.snitch.all" : "All"
"options.role.snitch.one" : "1"
"options.role.snitch.two" : "2"
"options.role.snitch.three" : "3"
"options.role.snitch.four" : "4"
"options.role.snitch.five" : "5"
"options.role.snitch.useSpeTask" : "Custom Task Count"
"options.role.snitch.TaskShuLiang" : "Task Count"
"options.role.snitch.NeCo" : "Neutrals Revealed"
"options.role.snitch.neutral.any" : "All Neutrals"
"options.role.snitch.neutral.OnlyHUAIDE" : "Evil Neutrals Only"
"options.role.snitch.neutral.none" : "No Neutrals"
"role.mirrorpeeper.name" : "Mirror Peeper"
"role.mirrorpeeper.short" : "Mir"
"role.mirrorpeeper.blurb" : "Secrets through the glass"
"options.role.mirrorpeeper.detail" : "After using the ability, the Mirror Peeper is notified of certain events<br>according to the host's settings.<br><b>One of the gifts from Half Sugar!</b>"
"options.role.mirrorpeeper.cooldown" : "Mirror Cooldown"
"options.role.mirrorpeeper.maxUses" : "Max Mirror Uses"
"options.role.mirrorpeeper.guewillq" : "Flash When Someone Dies in a Meeting"
"options.role.mirrorpeeper.DieWillQ" : "Flash When Someone Dies"
"options.role.mirrorpeeper.towq" : "Flash When Someone Finishes a Task"
"options.role.mirrorpeeper.gcd" : "Flash Color: Meeting Death (Suicide)"
"options.role.mirrorpeeper.gcmd" : "Flash Color: Meeting Death (Killed by Another)"
"options.role.mirrorpeeper.tc" : "Flash Color: Task Finished"
"options.role.mirrorpeeper.dc" : "Flash Color: Death"
"role.mirrorpeeper.doc" : "You will be notified when certain events happen."
"role.mirrorpeeper.ability.title" : "<b>[Ability] Mirror of Heaven</b>"
"role.mirrorpeeper.ability.main" : "Use the 'Mirror' ability; it takes effect during the next round and the next meeting."
"role.mirrorpeeper.doc.Monitoring" : "<b>Mirror</b><br>While active: <b><color=#00ffff>%DeathFlash_1%</color></b> %DeathFlashColor% <b><color=#00ffff>%DeathFlash_2%</color></b><b><color=#00ffff>%TaskFlash_1%</color></b> %TaskFlashColor% <b><color=#00ffff>%TaskFlash_2% </color></b><b><color=#00ffff>%GuessCorrectFlash_1% </color></b> %GuessCorrectFlashColor% <b><color=#00ffff>%GuessCorrectFlash_2%</color></b><b><color=#00ffff>%GuessWrongFlash_1% </color></b>%GuessWrongFlashColor% <b><color=#00ffff>%GuessWrongFlash_2%</color></b>"
"role.mirrorpeeper.tips" : "<b>- Meeting suicides and kills usually correspond to wrong and correct guesses,<br>but the Mirror reacts to any death during a meeting,<br>not only guesses.</b>"
"role.mirrorpeeper.desc.death.prefix" : "<br>When someone dies, your screen flashes "
"role.mirrorpeeper.desc.death.suffix" : "."
"role.mirrorpeeper.desc.task.prefix" : "<br>When someone finishes a task, your screen flashes "
"role.mirrorpeeper.desc.task.suffix" : "."
"role.mirrorpeeper.desc.guess.correct.prefix" : "<br>When someone commits suicide in a meeting, your screen flashes "
"role.mirrorpeeper.desc.guess.correct.suffix" : "."
"role.mirrorpeeper.desc.guess.wrong.prefix" : "<br>When someone is killed by another player in a meeting, your screen flashes "
"role.mirrorpeeper.desc.guess.wrong.suffix" : "."
"options.role.mirrorpeeper.red" : "<b><color=#FF0000>Red</color></b>"
"options.role.mirrorpeeper.yellow" : "<b><color=#FFFF00>Yellow</color></b>"
"options.role.mirrorpeeper.cyan" : "<b><color=#00EEEE>Cyan</color></b>"
"options.role.mirrorpeeper.green" : "<b><color=#00FF00>Green</color></b>"
"options.role.mirrorpeeper.blue" : "<b><color=#0000FF>Blue</color></b>"
"options.role.mirrorpeeper.purple" : "<b><color=#800080>Purple</color></b>"
"options.role.mirrorpeeper.wishY" : "<b><color=#FFE699>Pale Yellow</color></b>"
"options.role.mirrorpeeper.UNKNOWN" : "Unknown"
"button.label.mirrorpeeper.Monitoring" : "Mirror"
"role.lurker.name" : "Lurker"
"role.lurker.short" : "Lur"
"role.lurker.blurb" : "Through thick and thin"
"options.role.lurker.ckc" : "Can Kill"
"options.role.lurker.cooldown" : "Kill Cooldown"
"options.role.lurker.nt" : "Lurker Has No Tasks"
"button.label.lurker.kill" : "Kill"
"options.role.lurker.detail" : "The Lurker blocks every faction other than the crewmates from winning<br>until they die.<br><b>One of the gifts from Half Sugar!</b>"
"role.lurker.doc" : "The Lurker blocks every faction other than the crewmates from winning until the Lurker dies.<b><color=#00ffff>%CANKILL%</color></b>%NT%"
"role.lurker.ck.true" : "<br>When a non-crewmate faction would have won, <b>the Lurker gains the ability to kill</b>, with a cooldown of <b><color=#00ffff>%CD%s</color></b> "
"role.lurker.ck.false" : ""
"role.lurker.nt.true" : ", <b><color=#00ffff><br>and the Lurker has no tasks.</color></b>"
"role.lurker.nt.false" : "."
"role.dilemma.name" : "Dilemma"
"role.dilemma.blurb" : "What is your choice?"
"options.role.dilemma.detail" : "Press the button to trigger a random event.<br><b>One of the gifts from Half Sugar!</b>"
"role.dilemma.doc" : "Press the button to trigger a random event."
"role.dilemma.ability.title" : "[Ability] Choice"
"role.dilemma.ability.main" : "A manual is attached to the button listing the possible events.<b><br>1. Call an emergency meeting in your name<br>2. Kill an impostor; nothing happens if there is none.<br>3. Explode (only kills the user)<br>4. Become a plain crewmate again<br>5. Give a random player a green key (the Key Master modifier)<br>6. Swap roles with a random player.</b>"
"role.dilemma.ability.doc" : "<b>Choice</b><br>Press the button to start a Choice event."
"role.dilemma.hudtextSuicide" : "(explosion)"
"options.role.dilemma.maxUses" : "Max Ability Uses"
"options.role.dilemma.cooldown" : "Ability Cooldown"
"options.role.dilemma.AddMaxUsesWhenDoTask" : "Gain Uses by Doing Tasks"
"options.role.dilemma.NeedTasksCount" : "Tasks Required per Extra Use"
"button.label.dilimma.choose" : "Choose"
"role.dilemma.hudtextKillImp" : "It seems an impostor has died..."
"role.dilemma.hudtextNoImp" : "There are no impostors left"
"role.dilemma.hudtextBeCrew" : "The button is gone?"
"role.dilemma.hudtextAddModi" : "Someone got a key"
"role.dilemma.hudtextChangeRole" : "Who... is this?"
"role.dilemma.hudtextUn" : "This can't be"
"role.karmatic.name" : "Karmatic"
"role.karmatic.blurb" : "Isn't sweet karma your shelter too?"
"role.karmatic.doc" : "The Karmatic can use the 'Causality Chain' to pick a player and give them karmic retribution.<br>Karma takes effect next round."
"options.role.karmatic.detail" : "The Karmatic can use the 'Causality Chain' to give a player karmic retribution.<br><b>One of the gifts from Half Sugar!</b>"
"role.karmatic.ability.title" : "[Ability] Karmic Retribution"
"role.karmatic.doc.causalitychain" : "<b>Causality Chain</b><br>Follow a player for <b><color=#00ffff>%FT%s</color></b> to give them the Karma modifier.<br>Up to <b><color=#00ffff>%MaxUses%</color></b> uses, with a cooldown of <b><color=#00ffff>%CD%s</color></b>."
"role.karmatic.ability.main" : "Use the <b>Causality Chain</b> to pick a player; they receive the Karma modifier at the end of this round.<br>Then, %NameDeco%.<br>When a Karma holder tries to kill, the kill fails, and %TryKillSomebody%.<br>The Karma modifier is removed after <b><color=#00ffff>%MeetingTimes% round(s)</color></b>."
"options.role.karmatic.NameDeco.K.Des" : "<b><color=#00ffff>Karma holders get a purple 'K' suffix in your view.</color></b>"
"options.role.karmatic.NameDeco.Color.Des" : "<b><color=#00ffff>Karma holders' names turn purple in your view</color></b>"
"options.role.karmatic.deadkillkarma.true" : "<b><color=#00ffff>the victim kills the Karma holder back.</color></b>"
"options.role.karmatic.deadkillkarma.false" : "<b><color=#00ffff>the Karma holder commits suicide</color></b>"
"options.role.karmatic.CausalityChainCoolDown" : "Causality Chain Cooldown"
"options.role.karmatic.followtime" : "Follow Time to Apply the Chain"
"options.role.karmatic.CausalityChainMaxUses" : "Max Causality Chain Uses"
"options.role.karmatic.EraseKarmaMeetingTimes" : "Rounds Until Karma Is Removed"
"options.role.karmatic.deadkillkarma" : "Victim Kills Karma Holder Back"
"options.role.karmatic.deadkillkarma.detail" : "When enabled, the victim kills the Karma holder directly.<br>When disabled, the Karma holder commits suicide before the kill."
"options.role.karmatic.NameDeco" : "Karma Name Decoration"
"options.role.karmatic.NameDeco.K" : "Append 'K' to the Name"
"options.role.karmatic.NameDeco.Color" : "Turn the Name Purple"
"options.role.karmatic.NeedImp" : "Retribution Only for Impostor Karma Holders"
"options.role.karmatic.NeedImp.detail" : "When enabled, retribution does not trigger if the Karma holder is not an impostor."
"button.label.CausalityChain" : "Causality Chain"
"role.karmatic.tips" : "<b>- Karma applied with the 'Causality Chain' does not appear immediately; it is applied at the end of the round.</b>"
"role.saboteur.name" : "Saboteur"
"role.saboteur.short" : "Sab"
"role.saboteur.blurb" : "The power of chaos"
"role.saboteur.doc" : "Every time a sabotage is fixed, your kill cooldown is permanently reduced.<br>Killing during a sabotage further reduces the cooldown for that sabotage.<br>The number of permanent reductions and the amounts are set by the host."
"options.role.saboteur.detail" : "The Saboteur gains kill cooldown reductions after and during sabotages.<br><b>One of the gifts from Half Sugar!</b>"
"options.role.saboteur.killcooldown" : "Kill Cooldown"
"options.role.saboteur.reduceSabotage" : "Permanent Reduction per Sabotage"
"options.role.saboteur.reduceKill" : "Reduction per Kill During Sabotage"
"options.role.saboteur.minCooldown" : "Minimum Kill Cooldown"
"options.role.saboteur.maxStack" : "Max Permanent Reductions"
"role.saboteur.ability.doc" : "Every time a sabotage is fixed, your kill cooldown is permanently reduced.<br>Killing during a sabotage further reduces the cooldown for that sabotage.<br>The number of permanent reductions and the amounts are set by the host."
"role.mage.name" : "Mage"
"role.mage.short" : "Mag"
"role.mage.blurb" : "Crushed by fragility, or recall your purest self"
"role.mage.doc" : "Curse a target with weakness; the restless will be sacrificed to your magic. Or quietly restore them to how they began?"
"options.role.mage.detail" : "The Mage curses a target with weakness so they die when doing a task or using an ability.<br>The second persona's kills leave only ashes.<br><b>One of the gifts from Half Sugar!</b>"
"role.mage.ability.title" : "<b>[Ability] Two Faces</b>"
"role.mage.ability.main" : "In the first persona, use Weakness: the target dies after doing a task or using an ability.<br>In the second persona, use Restore: an area kill that leaves only ashes"
"role.mage.doc.weak" : "<b>Weakness</b><br>Curse a target with weakness; they die after doing a task or using an ability<br><b>Only available in the first persona</b>"
"role.mage.doc.restore" : "<b>Restore</b><br>Every target within range dies, leaving only ashes<br><b>Only available in the second persona</b>"
"role.mage.tips" : "Watch me turn into a witch, children"
"role.mage.switched" : "You lost control!!!"
"role.mage.backToFirst" : "The magic is suppressed... for now"
"role.mage.weaknessTriggered" : "%PLAYER% died from your curse."
"options.role.mage.requiredKillCount" : "Kills Needed to Switch Persona"
"options.role.mage.weakCooldown" : "Weakness Cooldown"
"options.role.mage.restoreRadius" : "Restore Radius"
"options.role.mage.restoreCooldown" : "Restore Cooldown"
"options.role.mage.weaknessEnableRoundExpiry" : "Weakness Expires After Rounds"
"options.role.mage.weaknessEnableRoundExpiry.detail" : "When enabled, Weakness is removed automatically after the given number of rounds."
"options.role.mage.weaknessExpiryRounds" : "Weakness Duration (Rounds)"
"button.label.mage.weak" : "Curse"
"button.label.mage.restore" : "Restore"
"role.imagination.ability.doc" : "<b>Imagine</b><br>Triggers automatically every round: pick a role and gain its abilities."
"options.role.imagination.filter" : "Selectable Role Filter"
"role.blitz.name" : "Blitz"
"role.blitz.short" : "%"
"role.blitz.generalBlurb" : "Charge!"
"options.role.blitz.detail" : "At game start and after every meeting,<br>your <b>second</b> kill cooldown is immediately reset to <b><color=#FF0000>0s</color>.</b><b>One of the gifts from Half Sugar!</b>"
"role.blitz.doc" : "At game start and after every meeting, your <b>second</b> kill cooldown is immediately reset to <b><color=#FF0000>0s</color></b>."
"role.imaginationM.name" : "Imagination"
"role.imaginationM.short" : "Ima"
"role.imaginationM.generalBlurb" : "A vivid imagination"
"role.imaginationM.doc" : "Survive to the end and steal the victory<br>Imagine a role every round and gain its abilities."
"options.role.imaginationM.candidateCount" : "Roles Offered per Round"
"options.role.imaginationM.roleFilter" : "Imaginable Roles"
"options.role.imaginationM.detail" : "Imagination can imagine a role every round and gain its traits,<br>and steals the victory by surviving to the end.<br><b>One of the gifts from Half Sugar!</b>"
"role.imaginationM.ability.title" : "<b>[Ability] Boundless Imagination</b>"
"role.imaginationM.ability.main" : "At game start and after every meeting, choose a role and gain its abilities.<br>At the end of the round you must choose again."
"role.imaginationM.ability.doc" : "<b>Imagine</b><br>Triggers automatically every round: pick a role and gain its abilities."
"role.imaginationM.tips" : "<b>- When no role is left to choose, you die.</b>"
"role.imaginationM.prefix" : "Imagined %ROLE%"
"role.imaginationM.select" : "Choose a role to imagine"
"role.keymaster.short" : ">"
"options.modifier.keymaster.Specooldown" : "Decontamination Door Cooldown"
"role.HIGH.name" : "Tall"
"role.HIGH.short" : "H"
"role.HIGH.generalBlurb" : "Growing upward"
"options.role.HIGH.detail" : "...<b>One of the gifts from Half Sugar!</b>"
"role.HIGH.doc" : "Your height changes at random.<br><b>You are the tall one now.</b><size=0.5><i>...or maybe the short one</i></size>"
"options.modifier.high.min" : "Minimum Height"
"options.modifier.high.max" : "Maximum Height"
"options.modifier.high.jiange" : "Change Interval"
"role.WIDE.name" : "Wide"
"role.WIDE.generalBlurb" : "Growing sideways"
"role.WIDE.short" : "W"
"options.role.WIDE.detail" : "...<b>One of the gifts from Half Sugar!</b>"
"role.WIDE.doc" : "Your width changes at random.<br><b>You wide noodle.</b>"
"options.modifier.wide.min" : "Minimum Width"
"options.modifier.wide.max" : "Maximum Width"
"options.modifier.wide.jiange" : "Change Interval"
"role.turtle.name" : "Turtle"
"role.turtle.short" : "Tur"
"role.turtle.generalBlurb" : "Slow and steady"
"role.turtle.doc" : "You walk slowly."
"options.role.turtle.detail" : "Players with the Turtle modifier walk slower.<br><b>One of the gifts from Half Sugar!</b>"
"role.sharpeye.name" : "Sharp Eye"
"role.sharpeye.short" : "Shp"
"role.sharpeye.generalBlurb" : "I felt that!"
"role.sharpeye.doc" : "Your screen flashes whenever someone changes role."
"options.role.sharpeye.detail" : "The Sharp Eye is alerted whenever someone changes role.<br><b>One of the gifts from Half Sugar!</b>"
"role.rainbowcandy.name" : "Rainbow Candy"
"role.rainbowcandy.short" : "Rbw"
"role.rainbowcandy.generalBlurb" : "Colors of brilliance"
"role.rainbowcandy.doc" : "Your color changes at random."
"options.role.rainbowcandy.detail" : "The Rainbow Candy's color changes at random.<br><b>One of the gifts from Half Sugar!</b>"
"options.modifier.rainbowcandy.interval" : "Change Interval"
"role.weakness.name" : "Weakness"
"role.weakness.short" : "Wk"
"role.weakness.generalBlurb" : "You're so weak"
"role.glimmer.name" : "Glimmer"
"role.glimmer.short" : "Gli"
"role.glimmer.blurb" : "A glimmer of light in despair"
"role.glimmer.doc" : "Choose a player to make their screen flash."
"options.role.glimmer.uses" : "Uses"
"options.role.glimmer.cooldown" : "Ability Cooldown"
"options.role.glimmer.flashDuration" : "Flash Duration"
"options.role.glimmer.flashcolor" : "Flash Color"
"button.label.glimmer.flash" : "Alert"
"options.role.glimmer.flashcolor.red" : "<b><color=#FF0000>Red</color></b>"
"options.role.glimmer.flashcolor.yellow" : "<b><color=#FFFF00>Yellow</color></b>"
"options.role.glimmer.flashcolor.cyan" : "<b><color=#00EEEE>Cyan</color></b>"
"options.role.glimmer.flashcolor.green" : "<b><color=#00FF00>Green</color></b>"
"options.role.glimmer.flashcolor.blue" : "<b><color=#0000FF>Blue</color></b>"
"options.role.glimmer.flashcolor.purple" : "<b><color=#800080>Purple</color></b>"
"options.role.glimmer.flashcolor.wishY" : "<b><color=#FFE699>Pale Yellow</color></b>"
"options.role.glimmer.flashcolor.followtarget" : "Use the Target's Player Color"
"role.karma.name" : "Karma"
"role.karma.generalBlurb" : "Your retribution"
"role.karma.doc" : "When you try to kill, depending on the host's settings, you are killed back or commit suicide.<br>This modifier is removed automatically after X rounds, as set by the host."
"options.role.karma.detail" : "If a Karma holder tries to kill, the Karma holder dies."
"state.weakness" : "Cursed"
"state.ashed" : "Restored"
"exit0" : "<color=#FFFFFF>Leaving</color>"
"exit1" : "<color=#FFCCCC>Leaving.</color>"
"exit2" : "<color=#FF9999>Leaving..</color>"
"exit3" : "<color=#FF6666>Leaving...</color>"
"exit4" : "<color=#FF3333>Leaving....</color>"
"exit5" : "<color=#FF0000>Leaving.....</color>"
"options.hsg" : "Half Sugar's Gift"
"options.hsg.mvs.holder.title" : "More Vote Settings"
