#游戏模式

"role.wish.markdead" : "「愿」星空中那名为“<color=%COLOR%>%VICTIM%</color>”的星光，<br>黯淡地消逝在了名为“%KILLER%”的手中。"
"role.wish.murdererdead" : "「愿」星空中那名为“<color=%COLOR%>%VICTIM%</color>”的星光，<br>与其凶手一同消逝在了空中。"

"role.snitch.name" : "告密者"
"role.snitch.blurb" : "我一定会将这份情报，安全地带回去！"
"role.snitch.short" : "告"
"role.snitch.canBeGuess.true" : "你仍然可以被赌杀"
"role.snitch.canBeGuess.false" : "你将无法被赌杀"
"role.snitch.imposter.all" : "得知所有伪装者"
"role.snitch.imposter.count" : "得知 %COUNT% 个伪装者"
"role.snitch.neutral.any" : "和所有中立"
"role.snitch.neutral.evilOnly" : "和邪恶中立"
"role.snitch.neutral.none" : ""
"options.role.snitch.detail" : "告密者做完全部任务后可以得知伪装者或者中立的位置。<br><b>这是半糖送给你的礼物之一！</b>"
"role.snitch.doc" : "告密者在做完全部的任务后，可以<b><color=#00ffff>%ImpInfo%%NeuInfo%</color></b>的位置。<br>但是当告密者剩余一个任务时，所有伪装者得到提示。届时，<b><color=#00ffff>%CanBeGuessed%</color></b>。"
"options.role.snitch.canBeGuess" : "暴露位置后可被赌杀"
"options.role.snitch.zhixiangJiGeLang" : "指向伪装者数量"
"options.role.snitch.all" : "所有"
"options.role.snitch.one" : "1"
"options.role.snitch.two" : "2"
"options.role.snitch.three" : "3"
"options.role.snitch.four" : "4"
"options.role.snitch.five" : "5"
"options.role.snitch.NeCo" : "指向中立类型"
"options.role.snitch.neutral.any" : "所有中立"
"options.role.snitch.neutral.OnlyHUAIDE" : "仅邪恶中立"
"options.role.snitch.neutral.none" : "不指向中立"

"role.mirrorpeeper.name" : "窥镜者"
"role.mirrorpeeper.short" : "镜"
"role.mirrorpeeper.blurb" : "窥视秘法"
"options.role.mirrorpeeper.detail" : "窥镜者使用技能后，根据房主设置，<br>可以得知一些事情发生<br><b>这是半糖送给你的礼物之一！</b>"
"options.role.mirrorpeeper.cooldown" : "窥镜冷却"
"options.role.mirrorpeeper.maxUses" : "窥镜最大使用次数"
"options.role.mirrorpeeper.guewillq" : "会议上有人死亡时闪光"
"options.role.mirrorpeeper.DieWillQ" : "有人死亡时闪光"
"options.role.mirrorpeeper.towq" : "有人做完任务时闪光"
"options.role.mirrorpeeper.gcd" : "会议上有人死亡且为自杀时闪光颜色"
"options.role.mirrorpeeper.gcmd" : "会议上有人死亡且凶手不是死者时闪光颜色"
"options.role.mirrorpeeper.tc" : "有人做完任务时闪光颜色"
"options.role.mirrorpeeper.dc" : "有人死亡时闪光颜色"
"role.mirrorpeeper.doc" : "当某些事情发生时，你将会收到提示。"
"role.mirrorpeeper.ability.title" : "<b>【固有能力】 窥天之镜</b>"
"role.mirrorpeeper.ability.main" : "你可以使用技能「窥镜」，使用后，将在下一轮以及下一轮会议中生效。"
"role.mirrorpeeper.doc.Monitoring" : "<b>窥镜</b><br>生效后，<b><color=#00ffff>%DeathFlash_1%</color></b> %DeathFlashColor% <b><color=#00ffff>%DeathFlash_2%</color></b><b><color=#00ffff>%TaskFlash_1%</color></b> %TaskFlashColor% <b><color=#00ffff>%TaskFlash_2% </color></b><b><color=#00ffff>%GuessCorrectFlash_1% </color></b> %GuessCorrectFlashColor% <b><color=#00ffff>%GuessCorrectFlash_2%</color></b><b><color=#00ffff>%GuessWrongFlash_1% </color></b>%GuessWrongFlashColor% <b><color=#00ffff>%GuessWrongFlash_2%</color></b>"
"role.mirrorpeeper.tips" : "<b>·虽然大部分情况下会议的自杀与被杀对应误赌和被赌，<br>但实际上窥镜技能会对会议上的任何死亡都做出反应，<br>不仅仅包括被赌与误赌。</b>"
"role.mirrorpeeper.desc.death.prefix" : "<br>当有人死亡时，你的屏幕将会闪"
"role.mirrorpeeper.desc.death.suffix" : "的光"
"role.mirrorpeeper.desc.task.prefix" : "<br>当有人完成任务时，你的屏幕将会闪"
"role.mirrorpeeper.desc.task.suffix" : "的光"
"role.mirrorpeeper.desc.guess.correct.prefix" : "<br>当会议中有人自杀时，你的屏幕将会闪"
"role.mirrorpeeper.desc.guess.correct.suffix" : "的光"
"role.mirrorpeeper.desc.guess.wrong.prefix" : "<br>当会议中有人死亡且凶手非死者时，你的屏幕将会闪"
"role.mirrorpeeper.desc.guess.wrong.suffix" : "的光"
"options.role.mirrorpeeper.red" : "<b><color=#FF0000>红色</color></b>"
"options.role.mirrorpeeper.yellow" : "<b><color=#FFFF00>黄色</color></b>"
"options.role.mirrorpeeper.cyan" : "<b><color=#00EEEE>青色</color></b>"
"options.role.mirrorpeeper.green" : "<b><color=#00FF00>绿色</color></b>"
"options.role.mirrorpeeper.blue" : "<b><color=#0000FF>蓝色</color></b>"
"options.role.mirrorpeeper.purple" : "<b><color=#800080>紫色</color></b>"
"options.role.mirrorpeeper.wishY" : "<b><color=#FFE699>淡黄</color></b>"
"options.role.mirrorpeeper.UNKNOWN" : "未知"
"button.label.mirrorpeeper.Monitoring" : "窥镜"

"role.lurker.name" : "潜行者"
"role.lurker.short" : "潜"
"role.lurker.blurb" : "披荆斩棘"
"options.role.lurker.ckc" : "可以击杀"
"options.role.lurker.cooldown" : "击杀冷却"
"options.role.lurker.nt" : "潜行者无需做任务"
"button.label.lurker.kill" : "击杀"
"options.role.lurker.detail" : "潜行者可以阻止除了船员阵营以外的全部阵营胜利，<br>直到他死亡。<br><b>这是半糖送给你的礼物之一！</b>"
"role.lurker.doc" : "潜行者可以阻止除了船员阵营以外的全部阵营胜利，直到潜行者死亡。<b><color=#00ffff>%CANKILL%</color></b>%NT%"
"role.lurker.ck.true" : "<br>当有阵营可以胜利，且非船员阵营时，<b>潜行者获得一次击杀能力</b>，击杀冷却为 <b><color=#00ffff>%CD%</color></b> "
"role.lurker.ck.false" : ""
"role.lurker.nt.true" : "，<b><color=#00ffff><br>以及，潜行者没有任务。</color></b>"
"role.lurker.nt.false" : "。"

"role.dilemma.name" : "抉择者"
"role.dolemma.short" : "抉"
"role.dilemma.blurb" : "你的选择是？"
"options.role.dilemma.detail" : "你可以按下按钮来让随机事件发生。<br><b>这是半糖送给你的礼物之一！</b>"
"role.dilemma.doc" : "你可以按下按钮来让随机事件发生。"
"role.dilemma.ability.title" : "固有能力【抉择】"
"role.dilemma.ability.main" : "按钮附上了一张说明书，上面写着可能触发的事件。<b><br>1.以你的名义召开紧急会议<br>2.击杀一名伪装者，如没有伪装者那么无事发生。<br>3.爆炸（只会炸死使用者）<br>4.重新成为普通人<br>5.为随机一人提供一把绿色钥匙（即执钥附加）<br>6.与随机一人更换职业。</b>"
"role.dilemma.ability.doc" : "<b>抉择</b><br>按下按钮、启动抉择事件。"
"role.dilemma.hudtextSuicide" : "（爆炸声）"
"options.role.dilemma.maxUses" : "技能最多使用次数"
"options.role.dilemma.cooldown" : "技能冷却"
"options.role.dilemma.AddMaxUsesWhenDoTask" : "做任务后增加使用次数"
"options.role.dilemma.NeedTasksCount" : "增加使用次数所需任务数"
"button.label.dilimma.choose" : "抉择"
"role.dilemma.hudtextKillImp" : "好像有一名伪装者死亡了..."
"role.dilemma.hudtextNoImp" : "已经不存在伪装者了"
"role.dilemma.hudtextBeCrew" : "按钮消失了？"
"role.dilemma.hudtextAddModi" : "有人取得了一把钥匙"
"role.dilemma.hudtextChangeRole" : "这是..谁？"
"role.dilemma.hudtextUn" : "这不可能"

#伪装者

"role.objector.name" : "异议者"
"role.objector.blurb" : "我对本次会议的结果不满意"
"role.objector.doc" : "<b>本职业有bug。</b><br>你可以在会议上使用<b>异议</b>技能。<br>如果使用了异议，那么本轮所有人的投票将被转换为弃票"
"options.role.objector.detail" : "异议者可以使用技能让本轮会议投票无效<br><b>这是半糖送给你的礼物之一！</b>"
"role.objector.ability.title" : "<b>固有能力【异议裁定】</b>"
"role.objector.ability.main" : "你可以使用异议来让本轮会议所有人的投票结果更改为弃票。<br>如果你反悔了，你可以在投票结果出现前取消异议。"
"role.objector.doc.objection" : "<b>异议</b><br>在会议阶段时进行异议。最多可用<b><color=#00ffff>%USES%次</color>。</b>"
"role.objector.doc.cancel" : "<b>取消异议</b><br>可以取消异议。"
"role.objector.tips" : "<b>·不建议非匿名投票下开启本职业</b>"
"options.role.objector.uses" : "异议最大使用次数"
"objector.ui.uses" : "剩余异议次数：%LEFTUSES%"

"role.owl.name" : "猫头鹰"
"role.owl.short" : "鹰"
"role.owl.blurb" : "深夜的人为我所用！"
"role.owl.doc" : "你可以使用催眠来催眠一个人。<br>被催眠者会获得一次击杀机会，并且计算为伪装者阵营。<br>被催眠者击杀一人后回归正常。如果不击杀的时间超过了<b><color=#00ffff>%DUR%秒</color></b>，<b>被催眠者自杀。</b>"
"options.role.owl.detail" : "猫头鹰可以催眠他人。<br><b>这是半糖送给你的礼物之一！</b>"
"role.owl.ability.title" : "<b>固有能力【催眠】</b>"
"role.owl.ability.main" : ""
"role.owl.tips" : "<b>·如果使用了噬魂，你会瞬移到被催眠者身旁来击杀他，而不是无声无息地让被催眠者自杀。</b>"
"options.role.owl.cooldown" : "催眠冷却"
"options.role.owl.maxUses" : "最大催眠次数"
"options.role.owl.duration" : "被催眠者自杀时限"
"options.role.owl.privateChat" : "私密频道"
"options.role.owl.soulEatCooldown" : "噬魂冷却"
"button.label.owl.hypnotize" : "催眠"
"button.label.owl.soulEat" : "噬魂"
"button.label.owl.soulEatMeeting" : "噬魂"
"role.owl.doc.hypnotize" : "<b>催眠</b><br>催眠一个人。最多可用<b><color=#00ffff>%MAXUSES%</color></b>次。"
"role.owl.doc.soulEat" : "<b>噬魂</b><br>立即杀死被催眠者。"
"owl.chatName" : "猫头鹰"

# 破坏狂（来自第一个文件）
"role.saboteur.name" : "破坏狂"
"role.saboteur.short" : "破"
"role.saboteur.blurb" : "混乱之力"
"role.saboteur.doc" : "每当一次破坏被成功修复后，永久减少你的击杀冷却时间。<br>破坏期间击杀玩家会额外减少本次破坏期间的击杀冷却时间。<br>永久减少次数与减少数值均由房主设置。"
"options.role.saboteur.detail" : "破坏狂在破坏后。破坏期间均会获得击杀CD减少的强化。<br><b>这是半糖送给你的礼物之一！</b>"
"options.role.saboteur.killcooldown" : "击杀冷却"
"options.role.saboteur.reduceSabotage" : "每次破坏永久减少"
"options.role.saboteur.reduceKill" : "破坏期间击杀减少"
"options.role.saboteur.minCooldown" : "最低击杀冷却"
"options.role.saboteur.maxStack" : "最大永久减少次数"
"role.saboteur.ability.doc" : "..每当一次破坏被成功修复后，永久减少你的击杀冷却时间。<br>破坏期间击杀玩家会额外减少本次破坏期间的击杀冷却时间。<br>永久减少次数与减少数值均由房主设置。"

"role.mage.name" : "魔法使"
"role.mage.short" : "魔"
"role.mage.blurb" : "在脆弱中被压垮，还是想起最纯真的自我"
"role.mage.doc" : "给目标施加脆弱诅咒，那些闲不住的人将为你的魔法献祭。或者，悄悄地将他们还原成一开始的样子？"
"options.role.mage.detail" : "魔法师可以给目标施加脆弱诅咒，做任务或使用技能时死亡。<br>第二人格杀人只会留下灰烬。<br><b>这是半糖送给你的礼物之一！</b>"
"role.mage.ability.title" : "<b>固有能力【人固有两面】</b>"
"role.mage.ability.main" : "在第一人格使用脆弱技能，当目标做任务或使用技能后死亡。<br>在第二人格使用还原，范围击杀，留下灰烬"
"role.mage.doc.weak" : "<b>脆弱</b><br>给目标施加脆弱诅咒，目标做任务或使用技能后死亡<br><b>该技能仅在第一人格激活</b>"
"role.mage.doc.restore" : "<b>还原</b><br>使用后一定范围内目标死亡，仅留下灰烬<br><b>该技能仅在第二人格激活</b>"
"role.mage.tips" : "失控了显然无法看清别人"
"role.mage.switched" : "你失控了！！！"
"role.mage.backToFirst" : "压制住了魔法，暂时的……"
"role.mage.weaknessTriggered" : "%PLAYER% 被你诅咒致死。"
"options.role.mage.requiredKillCount" : "切换第二人格所需击杀人数"
"options.role.mage.weakCooldown" : "脆弱冷却"
"options.role.mage.restoreRadius" : "还原范围"
"options.role.mage.restoreCooldown" : "还原冷却"
"options.role.mage.weaknessEnableRoundExpiry" : "启用回合到期清除"
"options.role.mage.weaknessEnableRoundExpiry.detail" : "开启后，脆弱会在指定回合数后自动移除。"
"options.role.mage.weaknessExpiryRounds" : "脆弱持续回合数"
"button.label.mage.weak" : "脆弱诅咒"
"button.label.mage.restore" : "还原"

#中立

"role.imagination.name" : "想象力"
"role.imagination.short" : "想"
"role.imagination.blurb" : "丰富的想象"
"role.imagination.doc" : "活到最后抢夺他人的胜利<br>每轮可以想象一个职业并获得其技能。"
"teams.imagination" : "想象力"
"options.role.imagination.candidateCount" : "每轮可想象职业数量"
"options.role.imagination.roleFilter" : "可想象的职业"
"options.role.imagination.detail" : "想象力可以每轮想象一个职业并获得其职业特质<br>存活到最后抢夺胜利。<br><b>这是半糖送给你的礼物之一！</b>"
"role.imagination.ability.title" : "<b>固有能力【想象超群】</b>"
"role.imagination.ability.main" : "你可以在每轮会议结束选择一个职业并获得他的能力。<br>本轮结束后，你需要重新选择职业。"
"role.imagination.ability.doc" : "<b>想象</b><br>每轮自动使用、可以选择一个职业并获得其职业能力。"
"role.imagination.tips" : "<b>· 无职业可选后，想象力会自杀。</b>"
"role.imagination.prefix" : "<color=#808080>想象的</color>%ROLE%"
"role.imagination.select" : "选择一个职业进行想象"
"options.role.imagination.filter" : "可选职业过滤"
"options.role.imagination.candidateCount" : "可选职业数"

"role.spirit.name" : "「灵」"
"role.spirit.short" : "灵"
"role.spirit.blurb" : "灵起灵碎，交付大业，灵间相连，灵又碎灵，无穷尽也"
"role.spirit.doc" : "可以使用灵击使被选中者自杀。<br>可以使用<b>还灵</b>让别人成为灵，同时你变成碎灵。"
"options.role.spirit.detail" : "将别人变成灵，共同获胜<br><b>这是半糖送给你的礼物之一！</b>"
"role.spirit.ability.title" : "<b>固有能力【灵焰】</b>"
"role.spirit.ability.main" : "拥有特殊的击杀能力，可以直接让被选中者直接自杀，次数依照房主设置。<br>当击杀次数用完后，解锁还灵技能。<br>对某人使用，可以使某人成为灵，你成为碎灵。<br>碎灵能不能击杀，击杀次数依照房主设置。<br>如果灵死亡，所有碎灵连带死亡。<br>碎灵和灵之间会有仅灵阵营可见的名字后的}{标识。"
"role.spirit.doc.sb" : "<b>还灵</b><br>将别人变成灵，自己变成碎灵"
"options.role.spirit.KillCoolDown" : "击杀冷却时间"
"options.role.spirit.KillMaxUses" : "最大击杀次数"
"options.role.spirit.SoulBack" : "可使用还灵"
"button.label.spirit.kill" : "灵击"
"button.label.spirit.sb" : "还灵"

"role.brokenspirit.name" : "「碎灵」"
"role.brokenspirit.short" : "碎"
"role.brokenspirit.blurb" : "破败不堪的一具“灵魂”"
"role.brokenspirit.doc" : "碎灵是灵使用还灵后产生的角色，拥有普通的击杀技能，次数依照房主设置。<br>当灵死亡时，所有碎灵死亡。<br>灵与碎灵的名字后会有一个}{标识，只有本阵营能看到。"
"options.role.brokenspirit.detail" : "碎灵是灵使用还灵后产生的角色。<br><b>这是半糖送给你的礼物之一！</b>"



"role.taoist.name" : "道士"
"role.taoist.short" : "道"
"role.taoist.blurb" : "收下这张符便可保你平安"
"role.taoist.doc" : "对一名玩家施加护身符。若该玩家被击杀，道士将与杀手同归于尽，目标存活。道士死亡后跟随护身符目标胜利。"
"options.role.taoist.detail" : "道士可以使用画符护身保护一名玩家。<br>被保护者遭到击杀时道士与杀手同归于尽。<br><b>这是半糖送给你的礼物之一！</b>"
"role.taoist.ability.title" : "<b>固有能力【画符护身】</b>"
"role.taoist.ability.main" : "对一名玩家施加护身符。若该玩家被击杀且道士存活，道士将传送到杀手位置与杀手同归于尽，被保护者存活。"
"role.taoist.doc.amulet" : "<b>画符护身</b><br>对一名玩家施加护身符，被击杀时触发保护效果"
"role.taoist.tips" : "<b>· 只能使用一次画符护身</b><br><b>· 道士死亡后护身符失效</b><br>为你挡下最后一刀吧，就这一次……"
"options.role.taoist.amuletCooldown" : "画符冷却"
"button.label.taoist.amulet" : "画符护身"
"role.taoist.amuletApplied" : "道士赠于你一个护身符"
"role.taoist.amuletSaved" : "护身符为你挡了一命.可，代价呢？"

#附加

"role.blitz.name" : "闪击"
"role.blitz.short" : "%"
"role.blitz.generalBlurb" : "进击！"
"options.role.blitz.detail" : "游戏开始或者会议结束后，<br>你的<b>第二次</b>击杀冷却会立刻重置为<b><color=#FF0000>0秒</color>。</b><b>这是半糖送给你的礼物之一！</b>"
"role.blitz.doc" : "每次会议结束或游戏开局时，你的<b>第二次</b>击杀冷却会立刻重置为<b><color=#FF0000>0秒</color></b>。"

"role.imaginationM.name" : "想象力"
"role.imaginationM.short" : "想"
"role.imaginationM.generalBlurb" : "丰富的想象"
"role.imaginationM.doc" : "活到最后抢夺他人的胜利<br>每轮可以想象一个职业并获得其技能。"
"teams.imagination" : "想象力"
"options.role.imaginationM.candidateCount" : "每轮可想象职业数量"
"options.role.imaginationM.roleFilter" : "可想象的职业"
"options.role.imaginationM.detail" : "想象力可以每轮想象一个职业并获得其职业特质<br>存活到最后抢夺职业。<br><b>这是半糖送给你的礼物之一！</b>"
"role.imaginationM.ability.title" : "<b>固有能力【想象超群】</b>"
"role.imaginationM.ability.main" : "你可以在每轮会议结束选择一个职业并获得他的能力。<br>本轮结束后，你需要重新选择职业。"
"role.imaginationM.ability.doc" : "<b>想象</b><br>每轮自动使用、可以选择一个职业并获得其职业能力。"
"role.imaginationM.tips" : "<b>·无职业可选后，你会自杀。</b>"
"role.imaginationM.prefix" : "想象的%ROLE%"
"role.imaginationM.select" : "选择一个职业进行想象"

"role.keymaster.name" : "执钥"
"role.keymaster.generalBlurb" : "芝麻开门"
"role.keymaster.short" : ">"
"role.keymaster.doc" : "你可以直接开启除了<b>SKELD</b>和<b>MIRAHQ</b>以外的所有门"
"options.role.keymaster.detail" : "拥有执钥附加的人可以直接开门。<br><b>这是半糖送给你的礼物之一！</b>"
"options.modifier.keymaster.cooldown" : "开门冷却"
"options.modifier.keymaster.Specooldown" : "净化室开门冷却"
"button.label.keymaster.open" : "开门"

"role.hypnotized.name" : "被催眠者"
"role.hypnotized.generalBlurb" : "被催眠的产物"
"role.hypnotized.doc" : "你被猫头鹰催眠了，获得一次击杀机会。<br>限定时间内未使用你将自杀。"

"role.HIGH.name" : "高人"
"role.HIGH.short" : "H"
"role.HIGH.generalBlurb" : "向上生长"
"options.role.HIGH.detail" : "...<b>这是半糖送给你的礼物之一！</b>"
"role.HIGH.doc" : "你的身高会随机变化，<br><b>你就是当代高人。</b><size=0.5><i>......也有可能是矮人</i></size>"
"options.modifier.high.min" : "生长最低值"
"options.modifier.high.max" : "生长最高值"
"options.modifier.high.jiange" : "变化间隔"

"role.WIDE.name" : "宽人"
"role.WIDE.generalBlurb" : "向旁生长"
"role.WIDE.short" : "W"
"options.role.WIDE.detail" : "...<b>这是半糖送给你的礼物之一！</b>"
"role.WIDE.doc" : "你的宽度会随机变化。<br><b>你这个宽粉。</b>"
"options.modifier.wide.min" : "生长最低值"
"options.modifier.wide.max" : "生长最高值"
"options.modifier.wide.jiange" : "变化间隔"

"role.turtle.name" : "乌龟"
"role.turtle.short" : "龟"
"role.turtle.generalBlurb" : "磨蹭 磨蹭"
"role.turtle.doc" : "你走的很慢。"
"options.role.turtle.detail" : "拥有乌龟附加的人走的比较慢<br><b>这是半糖送给你的礼物之一！</b>"

"role.sharpeye.name" : "敏觉"
"role.sharpeye.short" : "敏"
"role.sharpeye.generalBlurb" : "我感受到了！"
"role.sharpeye.doc" : "当有人更换职业时，你将会有闪光提示。"
"options.role.sharpeye.detail" : "敏觉在有人更换职业时会有提示。<br><b>这是半糖送给你的礼物之一！</b>"

"role.rainbowcandy.name" : "彩虹糖"
"role.rainbowcandy.short" : "彩"
"role.rainbowcandy.generalBlurb" : "绚烂之色"
"role.rainbowcandy.doc" : "你的颜色是随机变化的。"
"options.role.rainbowcandy.detail" : "彩虹糖的颜色会随机变化。<br><b>这是半糖送给你的礼物之一！</b>"
"options.modifier.rainbowcandy.interval" : "变化间隔"

"role.weakness.name" : "脆弱"
"role.weakness.short" : "弱"
"role.weakness.generalBlurb" : "你好弱唉"

"role.amulet.name" : "护身符"
"role.amulet.short" : "符"
"role.amulet.generalBlurb" : "道士的护身符保护着你"
"options.role.amulet.detail" : "当被击杀时，若道士存活，道士会传送到杀手面前与杀手同归于尽，你存活。<br>道士死亡后护身符失效。<br><b>这是半糖送给你的礼物之一！</b>"
"role.amulet.doc" : "道士的护身符。被击杀时道士会牺牲自己保护你。"


#死因

"state.imaginationDepression" : "抑郁"
"state.partyAccident" : "舞会事故"
"state.brokewish" : "碎愿"
"state.sanling" : "散灵"
"state.soulback" : "魂归"
"state.invisible" : "无形"
"state.weakness" : "脆弱诅咒"
"state.ashed" : "还原"
"state.executedByJudge" : "处刑"
"state.taoistSacrifice" : "护身牺牲"
"state.amuletTriggered" : "符咒反噬"

#阵营
"teams.Havenger" : "寻仇者"
"HavengerWin" : "寻仇者胜利"
"teams.spirit" : "灵"
"spiritWin" : "灵胜利"
"teams.taoist" : "道士"
"taoistWin" : "道士胜利"
"taoistExtraWin" : "道士胜利"
"end.extra.taoistExtraWin" : "<color=#FFFFFF>+</color>道士"
"end.imaginationWin" : "让我们为这位百变船员欢呼"

#设置
"exit0": "<color=#FFFFFF>退出中</color>"
"exit1": "<color=#FFCCCC>退出中.</color>"
"exit2": "<color=#FF9999>退出中..</color>"
"exit3": "<color=#FF6666>退出中...</color>"
"exit4": "<color=#FF3333>退出中....</color>"
"exit5": "<color=#FF0000>退出中.....</color>"

# MVS 设置
"options.hsg.mvs.holder.title" : "更多投票设置"
"options.hsg.mvs.holder.detail" : "更多的投票设置，由 Half Sugar's Gift 添加"
"options.hsg.mvs.enablevotetimechange" : "更改剩余投票时间 - 本项有暂未修复的诸多问题，谨慎开启"
"options.hsg.mvs.enablevotetimechange.detail" : "当剩余特定数量的人未投票时，更改剩余投票时间。<br>当这个时间小于剩余的投票时间，不做任何变化。"
"options.hsg.mvs.triggercount" : "减少时间所需人数"
"options.hsg.mvs.voteduration" : "减少时间量"
"options.hsg.mvs.voteduration.detail" : "本设置项不是减少时间，而是将时间更改为这个时间。"
"options.hsg.mvs.disableonthresholdreached" : "达到阈值时禁用"
"options.hsg.mvs.disableonthresholdreached.detail" : "当剩余人数小于等于该配置项的数量时，禁用更改剩余投票时间。"


# 星标功能
"help.tabs.stars" : "星标"
"help.stars.empty" : "暂无星标，点击职业详情页的星标按钮添加"

# 指令
"cmd.suicide.inlobby" : "大厅中无法自杀"

#幽灵
"role.glimmer.name" : "烁光"
"role.glimmer.short" : "光"
"role.glimmer.blurb" : "零星的光芒"
"role.glimmer.doc" : "可以选择一名玩家，使其屏幕闪光。"

"options.role.glimmer.uses" : "使用次数"
"options.role.glimmer.cooldown" : "技能冷却"
"options.role.glimmer.flashDuration" : "闪光持续时间"
"options.role.glimmer.flashcolor" : "闪光颜色"
"button.label.glimmer.flash" : "提醒"
"options.role.glimmer.red" : "<b><color=#FF0000>红色</color></b>"
"options.role.glimmer.yellow" : "<b><color=#FFFF00>黄色</color></b>"
"options.role.glimmer.cyan" : "<b><color=#00EEEE>青色</color></b>"
"options.role.glimmer.green" : "<b><color=#00FF00>绿色</color></b>"
"options.role.glimmer.blue" : "<b><color=#0000FF>蓝色</color></b>"
"options.role.glimmer.purple" : "<b><color=#800080>紫色</color></b>"
"options.role.glimmer.wishY" : "<b><color=#FFE699>淡黄</color></b>"
"options.role.glimmer.flashcolor.followtarget" : "跟随玩家颜色"
